id,phase,institution,folder,filename,url,year,doc_type,category,verification,priority,impact_areas,summary,oc_use
340,3,UFV,06_UFV/03_STARS,2026_UFV_UFV-STARS-Report-v3.0-Gold-69.12.url,https://reports.aashe.org/institutions/university-of-the-fraser-valley-bc/report/2026-04-21/,2026,STARS,STARS,Fetched,PRIORITY,All 13 impact areas,"69.12/100, Gold, valid to June 2029. Academics 47.95/60, Engagement 31.75/50, Operations 47.28/85, Planning & Admin 27.52/43, Innovation 10/10.","The most recent Gold-level STARS v3.0 report in BC and the nearest same-version comparator, since OC is targeting 3.0.1. Several credit pages are viewable without login."
341,3,UFV,06_UFV/03_STARS,2023_UFV_UFV-STARS-Report-v2.2-Silver.url,https://reports.aashe.org/institutions/university-of-the-fraser-valley-bc/report/2023-01-31/,2023,STARS,STARS,Verified,,All 13 impact areas,"Silver, expired. One full tier below the 2026 Gold result.",Silver to Gold in about three years. A realistic pacing benchmark for OC.
342,3,UFV,06_UFV/07_Curriculum-and-Research,nd_UFV_UFV-and-the-17-SDGs-SDG-Aligned-Courses-tool.url,https://www.ufv.ca/sustainable-ufv/sustainability-initiatives/ufv-and-the-17-sdgs/,Ongoing,Web tool,Curriculum-and-Research,Fetched,PRIORITY,Curriculum; UNSDGs,Searchable public table of UFV courses mapped to specific SDGs.,A directly reusable UX pattern. A searchable SDG-tagged course table is exactly the kind of interactive tool this project favours.
343,3,UFV,06_UFV/09_Indigenous-and-Engagement,nd_UFV_Xwexwilmexwawt-UFV-Strategic-Indigenization-Plan.url,https://www.ufv.ca/indigenous/indigenization/strategic-plan/,Current,Plan,Indigenous-and-Engagement,Landing page only,PRIORITY,Indigenous relationality,Institution-wide Indigenization strategy governed by a Senate Indigenization Committee.,"The most relevant document type in this scan for OC's Layer 0 territory and relational grounding. No PDF located, so worth a direct request."
344,3,UFV,06_UFV/08_Governance-and-Policy,nd_UFV_UFV-Office-of-Sustainability-About-Us-org-structure.url,https://www.ufv.ca/sustainable-ufv/commitment/about-us/,Current,Web page,Governance-and-Policy,Fetched,PRIORITY,Organizational Structure,"Standalone department since Spring 2021 with 11 listed people: director, sustainability manager, energy manager, two coordinators, an energy coordinator and five assistant/co-op/work-study roles.",A direct staffing-model comparator for right-sizing OC's own office.
345,3,Camosun College,07_BC-College-Sector/Camosun-College/03_STARS,2015_Camosun_Camosun-STARS-Report-page.url,https://camosun.ca/about/sustainability/sustainability-plan/stars-report,2015,STARS,STARS,Fetched,,Policy/Planning,"Silver, Nov 2015, expired. No resubmission in a decade.",Cautionary example: a rating earned once and left to lapse loses comparative value.
346,3,BCIT,07_BC-College-Sector/BCIT/03_STARS,2024_BCIT_BCIT-STARS-Report-Silver.url,https://reports.aashe.org/institutions/british-columbia-institute-of-technology-bc/report/2024-08-20/,2024,STARS,STARS,Fetched,,Policy/Planning,"Silver, valid to Oct 2027. The large polytechnic with the trades focus most comparable to OC's mandate.",The closest STARS peer for a trades-heavy institution's scoring pattern.
347,3,BCIT,07_BC-College-Sector/BCIT/05_Energy-and-Buildings,nd_BCIT_Zero-Energy-Emissions-Buildings-Learning-Centre-ZEBLC.url,https://www.bcit.ca/zero-energy-building/,Ongoing,Program,Energy-and-Buildings,Fetched,PRIORITY,Curriculum; Trades for the Transition; Infrastructure,"Microcredential hub training trades professionals in net-zero design, retrofits, BC Energy Step Code and Passive House. Flagship: a Residential Air-to-Air Heat Pump Specialist microcredential, 90-100% tuition-subsidized through Mar 2027. Funded by BC Housing, BC Hydro, Vancity, REFBC and FortisBC.",The single closest existing BC blueprint for OC's flagship initiative. A utility-funded heat-pump installer microcredential with a living-lab facility.
348,3,BCIT,07_BC-College-Sector/BCIT/07_Curriculum-and-Research,nd_BCIT_BCIT-ZEB-microcredential-catalogue.url,https://www.bcit.ca/zero-energy-building/programs/,Current,Curriculum,Curriculum-and-Research,Fetched,PRIORITY,Curriculum; Trades for the Transition,"Wind Turbine Essentials, Renewable Energy Electrical Systems, Renewable Energy Fundamentals for Electricians, Intro to Photovoltaics, Net-Zero and Passive House Construction, Mass Timber Construction.","A ready curriculum menu OC could license, partner on, or mirror rather than build from zero."
349,3,BCIT,07_BC-College-Sector/BCIT/04_Transportation,nd_BCIT_BCIT-Electric-Vehicles-program-area.url,https://www.bcit.ca/transportation/areas-of-study/automotive/electric-vehicles/,Current,Curriculum,Transportation,Seen in search,,Curriculum; Trades for the Transition,"BCIT was the 2019 pilot site for BC's EV Maintenance Training before expansion to three more colleges, one of which was Okanagan College.",The origin institution to approach on EV technician curriculum sharing.
350,3,VIU,07_BC-College-Sector/VIU/01_Plans-and-Strategies,2022_VIU_VIU-Position-Statement-on-Climate-Action-and-Sustainability.url,https://news.viu.ca/vancouver-island-universitys-position-statement-climate-action-and-sustainability,2022,Statement,Plans-and-Strategies,Fetched,,Policy/Planning; Organizational Structure,"Commits to BC-mandated targets: 50% building emissions and 40% fleet emissions cuts by 2030. Governed by a President's Taskforce with working groups on engagement, environmental scanning, impact assessment and adaptation/risk.",A clean four-working-group governance pattern for OC's cross-departmental structure.
351,3,VIU,07_BC-College-Sector/VIU/01_Plans-and-Strategies,nd_VIU_VIU-Sustainability-Initiatives.url,https://adm.viu.ca/sustainability/viu-sustainability-initiatives,Current,Program,Plans-and-Strategies,Fetched,,Communications; Training,"Gamified behaviour-change campaigns: Space Heater Defeaters, Active Transportation Bingo, Energy Dance.","Low-cost, high-visibility campaign formats for OC's Engagement focus area."
352,3,Sector / CICan,08_Sector-and-Government/CICan/07_Curriculum-and-Research,2025_CICan_Green-Training-Modules-for-Trades-Educators-CICan-ImpAct-Climate.url,https://www.collegesinstitutes.ca/news-release/green-training-modules-for-trades-educators-to-support-sustainable-housing-construction/,2025-26,OER curriculum,Curriculum-and-Research,Fetched,PRIORITY,Curriculum; Trades for the Transition; Indigenous relationality,"Open-access modules for Carpentry, Electrical, Landscaping and HVACR educators, integrating sustainability and Indigenous perspectives. Built by 8 institutions including Selkirk and VIU, funded by Environment and Climate Change Canada.","Free, ready-to-adopt trades curriculum matching OC's flagship initiative, with Indigenous content already built in. OC is a CICan member."
353,3,Sector / CICan,08_Sector-and-Government/CICan/01_Plans-and-Strategies,nd_CICan_CICan-ImpAct-Climate-program.url,https://www.collegesinstitutes.ca/news-release/green-training-modules-for-trades-educators-to-support-sustainable-housing-construction/,Ongoing,Funding program,Plans-and-Strategies,Fetched,PRIORITY,Curriculum; Applied Research,"Federally funded (ECCC) program running green-skills curriculum initiatives across the CICan member network, which includes Okanagan College.",OC is very likely already eligible for this funding stream. A concrete near-term lead for Trades for the Transition.
354,3,College of the Rockies,07_BC-College-Sector/College-of-the-Rockies/04_Transportation,2021_CofR_Electric-Vehicle-Maintenance-Technology-certificate.url,https://cotr.bc.ca/programs/electric-vehicle-training/,2021-ongoing,Curriculum,Transportation,Fetched,,Curriculum; Trades for the Transition,"Blended 8-module associate certificate for Red Seal automotive technicians and AST L3-4 apprentices. $1,199 tuition, eligible for the StrongerBC Future Skills Grant.",A turnkey pricing and delivery model OC can copy almost verbatim.
355,3,College of the Rockies,07_BC-College-Sector/College-of-the-Rockies/01_Plans-and-Strategies,2022_CofR_College-of-the-Rockies-Sustainability-SDG-Progress-Reports.url,https://cotr.bc.ca/about-us/sustainability/,2022-23,Report,Plans-and-Strategies,Fetched,,UNSDGs; Infrastructure,"SDG Accord signatory, SDSN and AASHE member. Solar (109,000 kWh/yr), composting funded by Columbia Basin Trust, and a BBA in Sustainable Business Practices. No STARS rating.",A small-institution SDG progress-report cadence without full STARS overhead. Useful if OC wants an interim public product.
356,3,Douglas College,07_BC-College-Sector/Douglas-College/03_STARS,2022_Douglas_Douglas-College-STARS-Report-Silver-46.21.url,https://reports.aashe.org/institutions/douglas-college-bc/report/2022-08-23/,2022,STARS,STARS,Fetched,,Policy/Planning,"Silver, 46.21, expired Sept 2025, not renewed.",Comparator score band for OC's first scored submission.
357,3,Douglas College,07_BC-College-Sector/Douglas-College/01_Plans-and-Strategies,nd_Douglas_Climate-Action-and-Environmental-Sustainability-page.url,https://www.douglascollege.ca/about-douglas/college-initiatives/climate-action-and-environmental-sustainability,Current,Web page,Plans-and-Strategies,Fetched,,Policy/Planning,Thin public content. States the Strategic Plan includes initiatives toward a zero-carbon future but publishes no targets or plan document.,A negative benchmark showing the risk of aspirational language without metrics. Reinforces OC's own guardrail against buzzwords.
358,3,Langara College,07_BC-College-Sector/Langara-College/03_STARS,2021_Langara_Langara-STARS-Report-Silver-51.63.url,https://reports.aashe.org/institutions/langara-college-bc/report/2021-06-24/,2021,STARS,STARS,Fetched,,Policy/Planning,"Silver, 51.63, expired Aug 2024, not renewed.",Comparator score.
359,3,Langara College,07_BC-College-Sector/Langara-College/02_Climate-and-GHG-Reporting,2026_Langara_Langara-Planning-and-Reporting-+-2025-CCAR.url,https://langara.ca/media/16679/download?inline,2026,Report,Climate-and-GHG-Reporting,Fetched,,Performance Measurement; UNSDGs,"Ties CCAR reporting directly to its lapsed STARS metrics and its 2023 UN SDG Accord signature, presenting one coherent narrative.","Narrative bridging: presenting STARS, CCAR and SDG data as one story even between STARS cycles."
360,3,KPU,07_BC-College-Sector/KPU/04_Transportation,nd_KPU_KPU-Electric-Vehicle-Maintenance-Training.url,https://www.kpu.ca/trades/auto/electric-vehicle-maintenance-training,Current,Curriculum,Transportation,Seen in search,,Curriculum; Trades for the Transition,Another BC EV technician offering in automotive trades.,Third data point confirming EV-tech training is now standard in BC. Benchmark curriculum hours and cost against all three.
361,3,KPU,07_BC-College-Sector/KPU/06_Waste-and-Procurement,nd_KPU_KPU-Sustainable-Food-Systems-and-Security-programs.url,https://www.kpu.ca/arts/sustainable-food-systems-security,Current,Curriculum,Waste-and-Procurement,Seen in search,,Supply Chain; Curriculum,Signature sustainable agriculture and food security programming.,The clear BC academic partner if OC builds a food-systems or local-procurement angle.
362,3,Royal Roads University,07_BC-College-Sector/Royal-Roads/01_Plans-and-Strategies,2022_RRU_Royal-Roads-Climate-Action-Plan-2022-2027.url,https://www.royalroads.ca/ClimateActionPlan,2022,Plan,Plans-and-Strategies,Fetched,PRIORITY,Carbon Zero; Climate Resilience,"Net-zero campus by 2050 with 65% cut by 2025 and 80% by 2030. Four commitments: community engagement and living labs, climate resilience, mitigation/adaptation pilots, curriculum integration. Race to Zero participant.",A clean staged-percentage GHG target ladder (65% to 80% to net zero) directly reusable for OC's Carbon Zero roadmap.
363,3,UNBC,07_BC-College-Sector/UNBC/03_STARS,2026_UNBC_UNBC-AASHE-STARS-Reports-Gold-68.83.url,https://www.unbc.ca/sustainability/aashe-stars-reports,2026,STARS,STARS,Fetched,PRIORITY,Policy/Planning,"Gold, 68.83, achieved Mar 6 2026, valid to Apr 2029. Up from Silver (56.09) in 2011. The best currently-active rating in the cohort.",The best-in-cohort active benchmark. A 15-year Silver-to-Gold trajectory is a realistic curve for OC's T3.
364,3,UNBC,07_BC-College-Sector/UNBC/05_Energy-and-Buildings,2011_UNBC_UNBC-Bioenergy-Plant-Canada's-Green-University.url,https://www.unbc.ca/sustainability/bioenergy-plant-image-gallery,Since ~2011,Infrastructure,Energy-and-Buildings,Seen in search,,Infrastructure (Energy),"Wood-pellet bioenergy plant heating campus, anchoring a trademarked green-university brand position.",Branding lesson: one flagship asset can anchor an entire external identity. A model for elevating Trades for the Transition the same way.
365,3,Northern Lights College,07_BC-College-Sector/Northern-Lights-College/05_Energy-and-Buildings,2025_NLC_Centre-for-Applied-Energy-and-Environmental-Sustainability-CAEES.url,https://www.nlc.bc.ca/college-news/northern-lights-college-launches-centre-for-applied-energy-and-environmental-sustainability-to-drive-energy-innovation-in-northeast-bc/,2025,Program,Energy-and-Buildings,Fetched,PRIORITY,Curriculum; Trades for the Transition; Applied Research,"New centre blending traditional hydrocarbon training with emerging clean-energy training, funded by the NLC Foundation and industry donors. Framed explicitly as a workforce transition response.",The closest direct sibling to Trades for the Transition in the whole scan. A rural BC college building a dual traditional/clean-energy workforce centre. Worth a peer call.
366,3,North Island College,07_BC-College-Sector/North-Island-College/05_Energy-and-Buildings,2025_NIC_NIC-Comox-campus-solar-installation.url,https://smallplanetenergy.ca/north-island-college-solar-installation-complete/,2025,Project,Energy-and-Buildings,Fetched,,Infrastructure (Energy),"160-panel, 87.2 kW rooftop array powering new student residences, offsetting roughly 8 average regional homes' annual electricity.","A concrete, quotable CAPEX-scale reference point for OC's Infrastructure baseline framing."
367,3,North Island College,07_BC-College-Sector/North-Island-College/01_Plans-and-Strategies,nd_NIC_NIC-SPARK-initiative-unverified.url,https://www.linkedin.com/,Recent,Program lead,Plans-and-Strategies,Seen in search only,,Trades for the Transition,"NIC joins a SPARK initiative for renewable energy, tagged with skilled trades. Details unverified.",Flagged as a lead only. Follow up directly with NIC before citing.
368,3,Coast Mountain College,07_BC-College-Sector/Coast-Mountain-College/07_Curriculum-and-Research,nd_CMC_Applied-Coastal-Ecology-Environmental-Geoscience-diplomas.url,https://www.coastmountaincollege.ca/programs/study/science/coast-mountain-ecology,Current,Curriculum,Curriculum-and-Research,Fetched,,Curriculum; Applied Research,"Place-based environmental science diplomas. No institution-wide sustainability plan, STARS rating or climate targets found.",A curriculum-only sustainability posture. A useful contrast to OC's integrated four-pillar approach.
369,3,College of New Caledonia,07_BC-College-Sector/College-of-New-Caledonia/01_Plans-and-Strategies,nd_CNC_CNC-Strategic-Plan-#CNCNext50.url,https://cnc.bc.ca/docs/default-source/about/initiatives-reports/strategic-plan/strategic-plan,Current,Plan,Plans-and-Strategies,Fetched,,Policy/Planning,"No sustainability, climate or environmental goals surfaced in the institutional strategic plan. A CNC CCAR exists via the provincial index.",A negative benchmark showing how far ahead a published four-pillar plan already puts OC.
370,3,BC Government / Sector,08_Sector-and-Government/BC-Government/02_Climate-and-GHG-Reporting,nd_BCGov_Carbon-Neutral-Government-program-overview.url,https://www2.gov.bc.ca/gov/content/environment/climate-change/public-sector/carbon-neutral,Current,Regulation,Climate-and-GHG-Reporting,Fetched,PRIORITY,Carbon Zero; Investment,"Legislated 5-step process for all public sector organizations: measure, reduce, offset with BC offsets, report, verify. 2025 cycle: data by Apr 30 2026, CCAR due May 31 2026.",Confirms OC's mandatory offset-purchase obligation and reporting calendar. Belongs in Carbon Zero's Financial & Risk Realities.
371,3,BC Government / Sector,08_Sector-and-Government/BC-Government/01_Plans-and-Strategies,nd_BCGov_AASHE-Rated-Institutions-directory.url,https://reports.aashe.org/institutions/rated/,Live,Database,Plans-and-Strategies,Fetched,,Policy/Planning,Live registry confirming current versus expired ratings for every institution.,Standing tool for OC to re-check sector rating status rather than relying on stale press coverage.
372,4,VCC,07_BC-College-Sector/Vancouver-Community-College/02_Climate-and-GHG-Reporting,2025_VCC_Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/vancouver_community_college_2025_ccar.pdf,2025,Statutory report,Climate-and-GHG-Reporting,Fetched,PRIORITY,Carbon Zero; Infrastructure; Curriculum,"1,253 tCO2e, 58% below the 2007 baseline and a 51% energy-intensity cut since 2007. 2025 actions include 12 heat pumps at Downtown Campus, an LED retrofit, a Kitchen Electrification Project, and an instructional fleet with electric semis and hydrogen fuel-cell vehicles.",Closest mandate-match CCAR in BC. Also the clearest example of framing a trades teaching fleet as both an emissions line and a curriculum asset.
373,4,VCC,07_BC-College-Sector/Vancouver-Community-College/01_Plans-and-Strategies,2014_VCC_Environmental-Sustainability-Strategy-2014-2017.pdf,https://www.vcc.ca/media/vancouver-community-college/content-assets/documents/news-events/Enviro_Strat_Plan_14-17_FINAL.pdf,2014,Strategy,Plans-and-Strategies,Fetched,,Policy/Planning; Training; Curriculum,"Pre-2015 but retained: this is the last standalone environmental strategy VCC published and no successor was found. Lead / Live / Learn pillars, a 20% GHG reduction target 2010-17, green-trades training research, and sustainability competencies for graduates.","A three-pillar plan architecture, plus a decade-long throughline: green trades training was set as an aspiration in 2014 and the 2027 CCEAI now delivers it."
374,4,VCC,07_BC-College-Sector/Vancouver-Community-College/07_Curriculum-and-Research,2025_VCC_Centre-for-Clean-Energy-and-Automotive-Innovation.url,https://www.vcc.ca/about/college-information/news/article/new-centre-for-clean-energy-and-automotive-innovation-coming-to-great-northern-w.html,2023-2025,Capital project,Curriculum-and-Research,Seen in search,PRIORITY,Curriculum; Applied Research; Infrastructure; Trades for the Transition,"$291.3M expansion at Broadway Campus for 700+ new FTE, completion targeted 2027, purpose-built for zero-emission vehicle and clean-energy trades training and explicitly tied to CleanBC's 40%-by-2030 target.",The flagship BC precedent for Trades for the Transition. Cite this when building the capital and curriculum case.
375,4,VCC,07_BC-College-Sector/Vancouver-Community-College/07_Curriculum-and-Research,2023_VCC_CCEAI-Province-of-BC-announcement.url,https://news.gov.bc.ca/releases/2023PREM0044-001195,2023,News,Curriculum-and-Research,Seen in search,,Curriculum; Trades for the Transition,Province of BC announcement of the Centre for Clean Energy and Automotive Innovation.,"The provincial framing and funding rationale, useful for a business case written for government readers."
376,4,VCC,07_BC-College-Sector/Vancouver-Community-College/07_Curriculum-and-Research,2025_VCC_Clean-Energy-Technology-Diploma-and-Wind-Turbine-Technician.url,https://educationnewscanada.com/article/education/level/colleges/2/1167635/how-vcc-is-evolving-to-meet-future-clean-energy-labour-market-demands.html,2025,News,Curriculum-and-Research,Fetched,PRIORITY,Curriculum; Trades for the Transition,"VCC is launching at least five new clean-energy programs from 2026, starting with a Clean Energy Technology Diploma and a Wind Turbine Maintenance Technician program, framed as a labour-market response to CleanBC.",Evidence a trades-mandate peer has already moved from strategy to enrolled programs. De-risks OC's own green-trades curriculum proposals.
377,4,VCC,07_BC-College-Sector/Vancouver-Community-College/01_Plans-and-Strategies,2025_VCC_Top-5-Sustainability-Initiatives.url,https://www.vcc.ca/about/college-information/news/article/vccs-top-5-sustainability-initiatives.html,2025,News,Plans-and-Strategies,Fetched,,Infrastructure; UNSDGs; Communications,"$8M in energy savings since 2007, 47% energy reduction and 61% GHG reduction against 2007, exceeding BC's 2040 target. Also a Zero Waste Eco Heroes office-supply recycling program launched Sept 2024.","A low-cost, high-visibility waste and engagement program replicable across OC's four campuses."
378,4,Capilano University,07_BC-College-Sector/Capilano-University/02_Climate-and-GHG-Reporting,2025_CapU_Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/capilano_university_2025_ccar.pdf,2025,Statutory report,Climate-and-GHG-Reporting,Fetched,,Carbon Zero; Infrastructure,"1,889 tCO2e, 13.4% below the 2010 baseline but up 17.1% year over year. 94% of emissions are stationary building energy. Offsets cost $45,348. The new Fulmer Family Centre targets LEED Gold and is fully electric.","A cautionary data point: a Silver-STARS institution with an active energy plan still posted a year-over-year emissions increase. Useful for setting non-linear, honest OC targets."
379,4,Capilano University,07_BC-College-Sector/Capilano-University/07_Curriculum-and-Research,2024_CapU_Illuminating-2030-Academic-Plan-Summary.pdf,https://www.capilanou.ca/media/capilanouca/about-capu/governance/presidentx27s-office/reports-amp-initiatives/illuminating-2030/Illuminating-2030-Summary-Document.pdf,Current,Academic plan,Curriculum-and-Research,Fetched,,Curriculum; Indigenous relationality,"A 10-year academic plan that explicitly names climate in crisis as a challenge the university must address, alongside land and place-based learning and Indigenous reconciliation.",Model for embedding sustainability into an academic plan rather than only an operational one. Relevant to OC's Academics focus area.
380,4,Capilano University,07_BC-College-Sector/Capilano-University/03_STARS,2024_CapU_STARS-Report-Silver-55.02.url,https://reports.aashe.org/institutions/capilano-university-bc/report/2024-07-02/,2024,STARS,STARS,Fetched,PRIORITY,All 4 focus areas,"STARS Silver, 55.02 points, submitted 2 July 2024, valid to 8 Aug 2027.",An active Silver rating at a teaching-focused multi-campus peer. A realistic first-target benchmark alongside UFV and UNBC.
381,4,Capilano University,07_BC-College-Sector/Capilano-University/01_Plans-and-Strategies,2025_CapU_Sustainability-Goals-Are-We-On-Track-progress-review.url,https://www.capilanocourier.com/2025/03/01/capus-sustainability-goals-are-we-on-track/,2025,Progress review,Plans-and-Strategies,Fetched,,Transportation; Carbon Zero; Curriculum,"Reports a 10-year Campus Energy and Emissions Plan target of 50% below 2007 by 2030, delayed by COVID. 73% of students use sustainable commuting per a 2024 survey. U-Pass BC and carpool incentives in place. A $1.5M NSERC Mobilize climate-research grant in 2023.",The 73% sustainable-commute figure is a strong TDM benchmark. Also a model of public accountability tracking against stated targets.
382,4,Capilano University,07_BC-College-Sector/Capilano-University/08_Governance-and-Policy,2023_CapU_Squamish-MOU-13-Collaboration-Areas.url,https://www.squamishreporter.com/2023/10/20/13-things-capilano-university-and-squamish-plan-to-work-on/,2023,Agreement,Governance-and-Policy,Fetched,,Policy/Planning; Investment; Indigenous relationality,"A multi-campus town-gown MOU including a dedicated climate-action commitment, a circular-economy commitment with 1.25 FTE faculty time and about $16,500, and an Indigenous partnership tied to the Atl'ka7tsem/Howe Sound Biosphere Region Society.","Template for formalizing sustainability MOUs with Kelowna, Vernon, Salmon Arm and Penticton. Directly analogous multi-campus town-gown structure."
383,4,Capilano University,07_BC-College-Sector/Capilano-University/01_Plans-and-Strategies,nd_CapU_Envisioning-2030-strategic-plan.url,https://www.capilanou.ca/about-capu/governance/presidents-office/strategic-initiatives/envisioning-2030/,Current,Strategic plan,Plans-and-Strategies,Landing page only,,Policy/Planning,Institutional renewal vision referencing sustainability. No numeric targets found and no PDF located.,Limited use as found. Would need a direct request to CapU for the underlying document.
384,4,Emily Carr University,07_BC-College-Sector/Emily-Carr-University/02_Climate-and-GHG-Reporting,2025_ECU_Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/emily_carr_2025_ccar.pdf,2025,Statutory report,Climate-and-GHG-Reporting,Fetched,,Carbon Zero; Infrastructure,"176 tCO2e, fully offset at $4,400. Actions include lighting and HVAC scheduling optimization, metering recalibration, EV charging, and a planned 2026 propane-to-electric forklift swap.","A minimum-viable CCAR at single-campus scale. Least transferable to OC's 45 buildings, useful mainly as a floor comparator."
385,4,Emily Carr University,07_BC-College-Sector/Emily-Carr-University/01_Plans-and-Strategies,nd_ECU_Sustainability-and-Climate-Action-Plan-townhall-draft.url,https://www.ecuad.ca/events/sustainability-climate-action-plan-community-townhall,Current,Plan in development,Plans-and-Strategies,Fetched,,Policy/Planning; Communications,A Climate Action Task Force established Fall 2020 presented a draft Sustainability and Climate Action Plan after more than two years of consultation. No finalized plan was locatable.,A stakeholder-townhall consultation format OC could mirror. Note the plan itself is not confirmed published.
386,4,Emily Carr University,07_BC-College-Sector/Emily-Carr-University/01_Plans-and-Strategies,2021_ECU_Climate-Action-at-ECU-update.url,https://www.ecuad.ca/updates/climate-action-at-ecu,2021,Update,Plans-and-Strategies,Fetched,,Communications; Climate Resilience,Task force formed Fall 2020 in response to student activism and Senate discussion. Student Climate Action Network established 2019. No numeric targets.,A governance-process example only. Advocacy-oriented rather than metrics-driven.
387,4,JIBC,07_BC-College-Sector/Justice-Institute-of-BC/11_Climate-Risk-and-Resilience,2025_JIBC_Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/justice_institue_of_bc_2025_ccar.pdf,2025,Statutory report,Climate-Risk-and-Resilience,Fetched,PRIORITY,Climate Resilience; Infrastructure; Carbon Zero,"742 tCO2e, up 4% year over year. A Strategic Energy Management Plan targets a 44% energy-use cut by 2029/30 against 2008/09. Critically, JIBC conducts wildfire-smoke and extreme-heat vulnerability and HVAC-filtration assessments, with a full climate vulnerability assessment planned for 2026.",The best physical-climate-adaptation model found anywhere in this project. A direct template for a wildfire-smoke and extreme-heat HVAC resilience assessment across OC's four Interior campuses. Serves target T4.
388,4,JIBC,07_BC-College-Sector/Justice-Institute-of-BC/03_STARS,2025_JIBC_STARS-Report-Bronze-32.33.url,https://reports.aashe.org/institutions/justice-institute-of-british-columbia-bc/report/,2025,STARS,STARS,Fetched,,All 4 focus areas,"STARS Bronze, 32.33 points, submitted 25 Sept 2025, valid to 20 Oct 2028. Strongest category was Air and Climate at 9.98 of 11.","The lowest active rating in the BC set. Useful as the realistic floor for a first scored submission, and shows a resilience focus scores well in Air and Climate."
389,4,JIBC,07_BC-College-Sector/Justice-Institute-of-BC/07_Curriculum-and-Research,nd_JIBC_Emergency-and-Disaster-Management-programs.url,https://www.jibc.ca/areas-of-study/emergency-management,Current,Curriculum,Curriculum-and-Research,Seen in search,,Climate Resilience; Curriculum,Formal disaster and emergency management credentials. Institutional capacity directly relevant to climate-resilience training.,A potential curriculum partner if OC ever builds climate-emergency content into trades or general education.
390,4,NVIT,07_BC-College-Sector/Nicola-Valley-Institute-of-Technology/02_Climate-and-GHG-Reporting,2025_NVIT_Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/nicola_valley_institute_of_technology_2025_ccar.pdf,2025,Statutory report,Climate-and-GHG-Reporting,Fetched,,Carbon Zero; Infrastructure; Transportation,"274 tCO2e plus 534 t biogenic reported separately, offsets $6,700. Geothermal serves six buildings, a heat pump serves a 900 sq ft academic building, six Level 2 EV chargers installed, a Clean Fleet Plan in development, and plans to electrify Mobile Training Labs to eliminate diesel generators.","Geothermal and heat-pump portfolio model, plus the idea of electrifying mobile training labs. Directly applicable to OC's own mobile trades assets."
391,4,NVIT,07_BC-College-Sector/Nicola-Valley-Institute-of-Technology/05_Energy-and-Buildings,2018_NVIT_Centre-of-Excellence-in-Sustainability-building.url,https://meiklejohn.ca/projects/education/nvit-centre-of-excellence-in-sustainability/,2018,Capital project,Energy-and-Buildings,Fetched,PRIORITY,Infrastructure; Curriculum; Applied Research,"A 19,500 sq ft purpose-built teaching building with a live geothermal system, rooftop PV, and an educational solar array with three tilt and orientation configurations for hands-on student testing. Houses trades labs, gym, greenhouse and commercial kitchen.","The strongest living-lab building model found. Instrumented, visible building systems used as teaching tools. Directly transferable to an OC trades building retrofit and to the Four-Campus Living Lab initiative."
392,4,NVIT,07_BC-College-Sector/Nicola-Valley-Institute-of-Technology/09_Indigenous-and-Engagement,2026_NVIT_Indigenous-Leading-Practices-Community-Based-Assessment.url,https://www2.gov.bc.ca/gov/content/education-training/post-secondary-education/aboriginal-education-training/indigenous-leading-practices/case-study-nvit,2026,Case study,Indigenous-and-Engagement,Fetched,,Indigenous relationality; Training,"NVIT's culturally responsive Community Based Assessment service, Elder-led openings, strength-based feedback and individualized plans, serving 900+ students across 50+ communities since 2011.",A governance and process model for embedding Indigenous protocols into institutional service delivery. Relevant to OC's Layer 0 even though it is not an environmental document.
